wave,post_url,post_owner,commenter,likes,text
w2,https://www.instagram.com/p/Da84cw7iFSh/,,whatgoesaroundnyc,1,The perfect bag to stroll around with in Amsterdam ✨
w2,https://www.instagram.com/p/Da84cw7iFSh/,,ethanbarber.co,1,
w2,https://www.instagram.com/p/Da84cw7iFSh/,,brandyxarmstrong,1,🖤🖤🖤🖤🖤
w2,https://www.instagram.com/p/Da84cw7iFSh/,,hannoble,2,Amster-maxxing
w2,https://www.instagram.com/p/Da84cw7iFSh/,,karaleighdavis,2,Look out Amsterdam! An icon walks your streets!
w2,https://www.instagram.com/p/DXvM7K0jsLu/,,jonad2004,0,….. #coach #fashiongram #menswear #menwithbags #like #style #menstyle #mensfashionblogger #summer #houston #gay
w2,https://www.instagram.com/p/DLBXEa8TFMo/,,mj.ison,0,Available?
w2,https://www.instagram.com/p/DLBXEa8TFMo/,,findanothr,2,Beautiful 🔥
w2,https://www.instagram.com/p/DLBXEa8TFMo/,,ponta_shops,0,Hermes Birkin 35 Limited edition  U STAMP LIKE NEW!!!  Vert cypres &Craie PHW Only One!! #mensbirkin #menhermes #menhermesbag
w2,https://www.instagram.com/p/CryPPA_JZkH/,,frm.watchleo,1,That’s a interesting looking Birkin! Nice watch too 😀💪🏻🦚
w2,https://www.instagram.com/p/CryPPA_JZkH/,,mr_watch.and.board,3,Amazing piece!
w2,https://www.instagram.com/p/CryPPA_JZkH/,,watch.doc3,3,Gorgeous ❤️❤️❤️
w2,https://www.instagram.com/p/CryPPA_JZkH/,,rolexdudeinprague,1,More interesting of that Hermes bag❤️❤️❤️
w2,https://www.instagram.com/p/CryPPA_JZkH/,,rolexdudeinprague,1,🔥🔥🔥
w2,https://www.instagram.com/p/CryPPA_JZkH/,,watchguy_,3,Gorgeous!
w2,https://www.instagram.com/p/CryPPA_JZkH/,,mechanical_motion,3,🔥🔥🔥
w2,https://www.instagram.com/p/CryPPA_JZkH/,,brayancouronnes,1,PP 5712 ! 🤩🤩🤩
w2,https://www.instagram.com/p/CryPPA_JZkH/,,kqdozs,1,Good
w2,https://www.instagram.com/p/CryPPA_JZkH/,,buried_time,3,I’ll just take the bag!😜🔥
w2,https://www.instagram.com/p/CryPPA_JZkH/,,collectionneurjeune,1,Beauuuty mate. Go get it! 👏🔥
w2,https://www.instagram.com/p/CryPPA_JZkH/,,luxurywatchmedia,1,👏👏
w2,https://www.instagram.com/p/CryPPA_JZkH/,,watchfreak._,1,😍💙
w2,https://www.instagram.com/p/CryPPA_JZkH/,,txcyclopscollector23,3,What a beautiful piece!🔥💙🔥
w2,https://www.instagram.com/p/DAi3p-kS1tb/,,adonisofficial,1,🩷💖💙🩷
w2,https://www.instagram.com/p/DAi3p-kS1tb/,,misspraew,1,Madame
w2,https://www.instagram.com/p/DAi3p-kS1tb/,,trustitudes,2,⬛️⬜️
w2,https://www.instagram.com/p/Dcskc2suatP/,,go.paradise.destinations,0,Send me this post 💌
w2,https://www.instagram.com/p/Dcskc2suatP/,,the.europe.paradise,0,Send me this post 💌
w2,https://www.instagram.com/p/Dcskc2suatP/,,travelersspotlight,0,Send us this post 😍
w2,https://www.instagram.com/p/Dcskc2suatP/,,pilonmene,0,🔥🔥
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,lauranemteanu,0,Ohhhhhhh 😲 ... she is gorgeous 🥹😍
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,queen_bbii,0,❤️ 💼 🐊
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,pilar_sanchezdlm__1,0,"Tan guapo como siempre, 😘😘😘❤️❤️❤️"
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,soniakariappa,1,That’s the vault at Hermes!
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,janet.who,0,Buy buy buy
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,maksatbekasanbekov,0,Excellent shape 👏!
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,zoricageorge,1,Loving the black
w2,https://www.instagram.com/p/DcVSTuiR2Hr/,,angelobouras,1,#Lean
w2,https://www.instagram.com/p/CcDfla6qRkT/,,pthom_1,1,🔥🔥🔥🔥
w2,https://www.instagram.com/p/CcDfla6qRkT/,,t_40101,1,🙌🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,watches_with_k,3,"If only one, it’s the Yellow Gold and Green Dial all day, every day. 🤷🏽‍♂️"
w2,https://www.instagram.com/p/CtKjf85P_tA/,,txcyclopscollector23,2,Why does the middle one have less links?😂🔥🔥🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,late.movement,2,Surprised the bag didn’t ignite with that heat 🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,teeniackw,1,I choose green one. But I prefer your bag is first choice😁🤩👍🏽👏🏽
w2,https://www.instagram.com/p/CtKjf85P_tA/,,watchguy_,3,Don’t tease me with such a hard question 😂
w2,https://www.instagram.com/p/CtKjf85P_tA/,,mechanical_motion,4,"Wow. That is such a fire collection. If I had to choose one, it would be the Green Daytona."
w2,https://www.instagram.com/p/CtKjf85P_tA/,,wristfull_thinking,3,🌈🌈🌈🌈🌈
w2,https://www.instagram.com/p/CtKjf85P_tA/,,watchpogi,2,Meteorite!😍🔥🔥🔥 iNgats bossing! Godbless!☝🏼💯
w2,https://www.instagram.com/p/CtKjf85P_tA/,,watchislyfe,1,🌈🌈🌈😍
w2,https://www.instagram.com/p/CtKjf85P_tA/,,watch.doc3,3,Meteorite 🙌🥰🥰🥰
w2,https://www.instagram.com/p/CtKjf85P_tA/,,buried_time,3,Meteorite for me!🔥🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,thewatch.collector,2,Bro. Kapag sawa ka na. Lol. 🔥🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,frm.watchleo,1,Amazing trio. The rainbow 🌈 😍🦚
w2,https://www.instagram.com/p/CtKjf85P_tA/,,the_king_rolex,2,😍😍😍
w2,https://www.instagram.com/p/CtKjf85P_tA/,,fifteenoclock,2,🌈for me 💯💯
w2,https://www.instagram.com/p/CyUfMHrJtW5/,,watchpogi,1,Ingat bro! Godbless!😍🔥🔥🔥🇵🇭
w2,https://www.instagram.com/p/DJjU8s9SnED/,,ddddr3w,1,"*Beckham is carrying a Kelly Maxi 42cm, not a Birkin."
w2,https://www.instagram.com/p/DJjU8s9SnED/,,vijayasolanki29,2,😍
w2,https://www.instagram.com/p/CtKjf85P_tA/,,timepeacelove,3,Meteorite 🔥🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,pursuit_of_time,2,Are there more in the bag to choose from?!
w2,https://www.instagram.com/p/CtKjf85P_tA/,,la.chrono,2,❤️
w2,https://www.instagram.com/p/CtKjf85P_tA/,,genevasealed,2,🌈 116595RBOW
w2,https://www.instagram.com/p/CtKjf85P_tA/,,dudus.777,1,Dream Trio 😍🙌🏻❤️‍🔥🚀
w2,https://www.instagram.com/p/CtKjf85P_tA/,,collectionneurjeune,1,"Very hard, because the 116508 green is my favourite catalog Rolex ever. But the RBOW may just be my favourite Rolex ever… 🔥"
w2,https://www.instagram.com/p/CtKjf85P_tA/,,takuyawatches,1,😍
w2,https://www.instagram.com/p/CtKjf85P_tA/,,luxurywatchmedia,1,"If only one it would be the rainbow i dont even think the JM belongs in this question if in honest, the meteor is 🔥🔥🔥🔥 too"
w2,https://www.instagram.com/p/CtKjf85P_tA/,,chicagowatchshots,1,🔥🔥🔥🔥🔥🔥🔥
w2,https://www.instagram.com/p/CtKjf85P_tA/,,tylerraycase,3,🙌
w2,https://www.instagram.com/p/CtKjf85P_tA/,,clueless_collector,1,Amazing trio 👍🏻
w2,https://www.instagram.com/p/CtKjf85P_tA/,,needanewwatch,2,Sexy 😍🫡
w2,https://www.instagram.com/p/CtKjf85P_tA/,,swiss6made,1,Wow 🤩
w2,https://www.instagram.com/p/CtKjf85P_tA/,,civilized_kaoz,1,Sheeesh 🔥
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,gqtheo,1,👏🏾👏🏾👏🏾
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,vswr18,1,yeah i just got 2 new baguettes. they are amazing
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,noonehk,1,my theory is is that they’re too preoccupied with the re-editions to make something fun
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,kateri_cristina,1,I miss Fendi from like…3-5 years ago 😫
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,charcoli.dont,1,Thank you for screaming out my words in a nice way! 😂 gosh!!! WHYYYYYYYYYY????
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,kobzeva_ekaterina,1,I agree with boring and sad unpractical black. But got 2 absolutely stunning shoes pairs (pumps and speakers) and dream on colibri one as well. Otherwise I agree and hope MGC's period will be short 😂
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,glasc649,0,
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,glasc649,1,FF … 👊👊
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,thomasleebrooks,0,Girl Fendi is in this position because y’all didn’t buy the fun pieces lol
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,luxejeree,1,😮
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,dr_damiand,0,Maria Grazia Chiuri is diseaster !!!
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,peytontetreault,1,Nooo💔
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,mgrhandmade,1,"Yep, they are rather horrible.  Prices have gone through the roof over the last 6-8 years.  Fendi has lost the plot! 🤪"
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,lorenztosti,1,😂😂😂😂
w3,https://www.instagram.com/p/Dcp09LDRnUu/,theclosetbyconnor_,ggbabcock,1,They knew a recession and ww3 is coming so they're thinking ahead 😂
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,lovewinelovelv,1,Fabulous🙌🤩🤩🙌
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,luxurylover805,1,Looks fun!
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,itsme_gulachan,1,So magical ! Love Japan too and it’s our annual go to holiday destination. Please share more content on all the wonderful places you visited so I can be continually inspired 💕 🔥
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,cece_runway_fashions,1,That’s awesome Chad. Thanks for sharing 😍❤️
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,joycerocking50s,1,👏👏👏👏
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,ogeeteekay,1,Sooo beautiful 😍 🤩 ❤️
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,je.suis.cc,1,Wonderful place 😍😍
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,queen_ts_treasures,1,Loooing great🔥
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,luxeandlaced,1,🤩🤩🤩
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,l.mim_with_t,1,Amazing 😍
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,bougiebagsdc,1,What a fantastic experience! It just seems as though you had an incredible trip all around!
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,blend_in_stand_out,1,Wow!! I have chills just watching. Can’t imagine what it must have been like in person!
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,lillylux22,1,Spectacular omg so glad you did all these wonderful experiences my friend 🙌🙌🙌
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,sherrypipi1904,0,Cute bag 😍😍
w3,https://www.instagram.com/p/DXzUaiIPIzN/,aboyandhisbags,mesenviesaparis,1,It’s amazing 😍 🙂🙃
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,mdsalamon,1,🙌😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,mr_demby,1,Perfect 🔥🔥🔥🔥
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,nomi_dee,1,😍😍😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,allannvinnce,1,😍😍😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,thekbstyle,2,Loveeeee it!😍😍😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,_ra.jpeg,1,perf colour 💕
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,davisousa926,0,"​“Venid a mí todos los que estáis trabajados y cargados, y yo os haré descansar.” (Mateo 11:28) “Peace I leave with you, my peace I give to you; I do not give to you as the world gives.” (John 14:27) ​— Jesús / Jesus 🕊️"
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,bowsbagsandroses,1,Stunning ❤️❤️🔥🔥
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,alioscia_rossi,1,😍❤️
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,thefierceone,1,😍😍😍😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,griztriz,1,Soo good ! I would literally wear the case as a clutch 😍
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,michaels.lv,1,Love them! 🙌🙌
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,____isabelle_ethier,1,WoW 🔥
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,tony.christopher.11,1,I love those. Is the framing plastic?
w3,https://www.instagram.com/p/DU42ZP4khzl/,theclosetbyconnor_,bagandtheboy,1,These are fun 💥
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,nycfabdoll,0,The bag 🔥 the outfit 😂
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,melomom8,1,I just bought a 35 in DE !I love this size! 😍
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,the_joey_journal,1,Is this the 30cm size LV Speedy 35 bag?  Thinking getting one 🙌
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,hey.itsbass,0,😍😍
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,lvoersandfriends,1,I’m sold on getting a 35 now! 💙
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,fashionmdna29,1,😍🔥🔥❤️
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,judeall,1,I love this Connor. Please do it every time you change bags 💙
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,margaret.brett.127,1,Looking great and gorgeous timeless bag 🩷🩵🤎👜
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,carolynbrooks,0,Love! 🩵 if you are ever parting ways with your personalised pretties hit me up! CB 🤍
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,____isabelle_ethier,1,Such a great bag 👜
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,darcey_dre,1,Beautiful speedy💙😍
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,griztriz,1,He is made for this 🔥
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,melissatherighthandbag,1,I am so mad LV stopped letting you customize the interior color. I love yours! Thanks for the video.
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,styledwithbags,1,I love the colors of your monogram!
w3,https://www.instagram.com/p/DUVEe0aEVDK/,theclosetbyconnor_,tanyaparoz,1,Loving the new shirt Connor 💖
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,huangxiuying635,0,Pretty
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,petespieces,2,She’s everything 💙
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,ianreject,1,omg this denim is fire
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,hey.itsbass,1,😍I want this
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,kirstenlovestravel,1,I LOVE this bag and everything about it!!. 🔥🔥🔥😍❤️
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,the_officialbaglady_,1,It looks so good 💙💙
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,the_little_beannn,1,Love the lining!🔥
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,emjayluxe,1,It’s really cool!!
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,fx2fern,2,Why didn’t I get this bag?? Whyyyy
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,sirjosephjohn,1,😍😍😍
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,sheshelv1,2,Love this!🔥
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,lattesandluxe1,2,Omg how beautiful 💙💙
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,worldofharold,1,Really nice bag.
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,blslvoe,3,My favorite in your collection! 💙🩵💙🩵
w3,https://www.instagram.com/p/DUNJn1dEbZI/,theclosetbyconnor_,griztriz,1,The patchwork ! Flawless 🔥👏
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,harrison676,1,Omg loooveeeeeee
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,mike__smart,1,"So schön 🥰, möchte ich auch!!!!!!!!!! Ganz liebe Grüße 🖖"
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,my_lvcollection,1,🙌🙌🙌 wow
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,memyselftheaj,1,She’s a beauty!!! Congrats!!! 🤩
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,kissandcouture86,1,Beautiful 😍. I ❤️ Ebay. The dustbag is nice as well.
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,cvluxfashion,1,Wow congrats on this beauty babe 🎉🎉🎉🤎
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,petespieces,1,Eeeeek!!! She came :) stunning babe! So happy for you 🤎🤍🤎🤍🤎
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,ash.in.her.bag,1,"Babysitting + unboxing + fashion history = elite multitasking, friend!! 🤣🔥"
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,lovewinelovelv,1,Gorgeous piece💚🤩👌
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,apolishedapproach_,1,Congrats on finding this cutie 😍I have stalked so many resell sites trying to figure out which bag I want from this collection and still undecided.
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,cece_runway_fashions,1,"Wow, congrats hun. What a great limited edition speedy. Enjoy 😉🎉💼🤎🤍"
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,je.suis.cc,1,Yay! 🔥🔥🔥
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,jackluvs_bags,1,Gorgeous bag and I love your camera 🎥 person 🙌🏻🙌🏻🙌🏻🙌🏻❤️
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,chefmmp,2,Great patina on the handles!
w3,https://www.instagram.com/p/DTdEHOBDmpk/,aboyandhisbags,smilingcats_couture,1,W😮W congrats 🎉
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,kathleen2276,0,Can you send me link to the luggage tag and the claw clip?
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,saharasecrets,1,This is cute ❤️
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,anna.malvo,1,Very pretty 😍
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,mesenviesaparis,1,Love this 😍👏👏
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,catherineguo888,1,😍😍
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,bee_wansbag,1,Very nice 👍 it’s beautiful bag charm 😍👏
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,lovewinelovelv,1,Soooooo cute🩵🤍🩵
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,_lola_agnes_,1,Wauw 👏👏
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,cvluxfashion,1,So creative! I love it babe 🩵
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,lv_supreme_,2,"✨✨✨ Wow, love it ✨✨✨"
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,jaguarundidesigns,1,Love your creativity! That charm was made for your bag. 💙Thanks for the kind words and purse support!💕💕💕
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,joycerocking50s,1,Love it honey!🙌🙌🙌
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,apolishedapproach_,2,This is amazing for you and so thoughtful of @jaguarundidesigns 💙
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,l.mim_with_t,1,Love love love this 🩵🤍
w3,https://www.instagram.com/p/DZm-LyAPo3j/,aboyandhisbags,lvoersandfriends,1,YES!!!! This is too cute!!! ☺️ I’m glad you were able to get one! 🤗
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,osbyberry,0,The fits are fire! 🔥💪🏾
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,mr_greigory_kender,0,No way wide legged pants
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,olivierlaughlove,1,Very flattering outfits!
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,olouwachina,1,thank youuuu🥺🫰🏾
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,nurs3lee,0,Let’s goooo🔥🔥🔥🔥
w3,https://www.instagram.com/p/Db_iHIIqUc8/,tnt_safo,kwaku_oyo,1,👏👏👏
